#entity	document	start	end	text	comment
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18084	705	710	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18090	1220	1225	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18092	591	595	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18092	669	674	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18098	686	691	mouse	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18108	64	68	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18108	426	430	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18130	730	735	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18130	859	864	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18134	688	693	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18146	161	166	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18150	956	961	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18152	76	79	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18152	385	396	Wistar rats	
species:ncbi:3850	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18152	587	610	Griffonia simplicifolia	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18152	1474	1478	rats	
species:ncbi:9615	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18160	23	26	dog	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18160	38	43	human	
species:ncbi:9615	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18160	250	254	dogs	
species:ncbi:9615	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18160	300	303	dog	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18160	1055	1060	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18160	1085	1090	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18162	1613	1619	humans	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18178	751	756	human	
species:ncbi:9844	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18186	0	5	Llama	
species:ncbi:30538	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18186	840	846	alpaca	
species:ncbi:30538	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18186	848	858	Lama pacos	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18186	1281	1286	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18194	106	111	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18194	522	527	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18194	681	685	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18194	833	838	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18204	1746	1751	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18208	115	120	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18208	969	974	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18208	987	1002	transgenic mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18208	1019	1034	transgenic mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18208	1255	1259	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18208	1293	1298	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18208	1394	1398	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18214	95	100	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18214	1331	1336	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18218	545	550	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18218	693	698	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18218	1077	1082	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18218	1289	1295	humans	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18222	233	239	humans	
species:ncbi:9615	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18222	365	369	dogs	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18222	726	731	human	
species:ncbi:9615	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18222	1437	1441	dogs	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18222	1695	1700	human	
species:ncbi:10141	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18224	69	79	guinea pig	
species:ncbi:10141	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18224	758	769	guinea pigs	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18234	796	801	human	
species:ncbi:4565	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18236	749	754	wheat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18246	1182	1187	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18250	18	22	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18250	358	363	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18250	1399	1404	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18258	146	151	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18258	685	690	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18258	735	740	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18258	1272	1276	mice	
species:ncbi:11676?0.8769782024484921	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18262	505	510	HIV-1	
species:ncbi:12814?0.7497633322814768|species:ncbi:11886?0.2234143262858946|species:ncbi:12331?0.0041022404544020195	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18262	522	525	RSV	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18266	325	330	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18276	193	199	humans	
species:ncbi:3635	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18278	1162	1168	cotton	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18296	64	70	humans	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18296	356	361	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18296	1423	1428	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18298	76	81	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18304	1333	1338	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18310	126	130	mice	
species:ncbi:11292	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18310	218	230	rabies virus	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18310	510	514	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18310	761	765	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	55	70	transgenic mice	
species:ncbi:10804?0.6129032258064516	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	85	89	AAV2	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	558	562	mice	
species:ncbi:272636	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	977	999	adeno-associated virus	
species:ncbi:10804?0.6129032258064516	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	1001	1005	AAV2	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	1049	1053	mice	
species:ncbi:10804?0.6129032258064516	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	1095	1099	AAV2	
species:ncbi:10804?0.6129032258064516	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	1110	1114	AAV2	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	1197	1201	mice	
species:ncbi:10804?0.6129032258064516	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	1236	1240	AAV2	
species:ncbi:10804?0.6129032258064516	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18312	1413	1417	AAV2	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18316	71	76	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18316	189	194	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18318	84	89	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18318	102	107	Human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18318	952	957	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18318	1078	1083	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18322	1477	1481	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18326	327	332	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18326	599	603	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18336	109	112	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18336	453	457	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18336	541	552	Wistar rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18336	1579	1583	rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18342	265	270	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18342	516	521	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18342	552	557	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18342	1324	1329	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18344	39	44	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18362	158	162	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18362	465	469	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18362	471	476	Mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18362	721	725	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18362	845	849	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18362	891	895	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18362	1045	1049	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18362	1096	1100	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18364	638	641	rat	
species:ncbi:10036	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18366	428	443	Syrian hamsters	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18368	1221	1224	man	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18370	1080	1085	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18370	1253	1258	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18374	127	132	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18374	300	305	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18380	68	83	transgenic mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18380	96	101	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18380	509	514	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18380	827	842	transgenic mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18380	867	871	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18380	1167	1171	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18380	1581	1585	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18380	1726	1730	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18380	1909	1913	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18384	234	239	human	
species:ncbi:3635	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18390	1007	1013	cotton	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_18394	540	545	human	
